id,date,score,target
4324,2020-01-07,424,0
4325,2020-03-18,507,0
4326,2020-03-27,561,0
4327,2020-03-23,503,0
4328,2020-03-17,475,0
4329,2020-02-12,472,0
4330,2020-01-04,488,0
4331,2020-02-18,450,0
4332,2020-01-25,482,0
4333,2020-03-03,481,0
4334,2020-01-09,539,0
4335,2020-01-02,557,0
4336,2020-01-22,487,0
4337,2020-02-12,544,0
4338,2020-02-18,434,0
4339,2020-03-31,390,0
4340,2020-01-11,522,0
4341,2020-03-20,534,0
4342,2020-01-01,535,0
4343,2020-01-13,470,0
4344,2020-02-27,442,0
4345,2020-02-04,498,0
4346,2020-02-20,557,0
4347,2020-02-12,491,0
4348,2020-02-20,437,0
4349,2020-02-25,396,0
4350,2020-01-13,465,0
4351,2020-03-29,498,0
4352,2020-03-12,466,0
4353,2020-03-09,537,0
4354,2020-01-21,546,0
4355,2020-03-18,369,0
4356,2020-01-31,461,0
4357,2020-02-07,440,0
4358,2020-02-06,466,0
4359,2020-03-17,588,0
4360,2020-03-17,538,0
4361,2020-03-02,415,0
4362,2020-02-03,496,0
4363,2020-01-05,495,0
4364,2020-01-30,487,0
4365,2020-03-09,564,0
4366,2020-01-18,395,0
4367,2020-03-17,539,0
4368,2020-03-11,486,0
4369,2020-03-07,582,0
4370,2020-03-12,507,0
4371,2020-03-05,438,0
4372,2020-01-22,534,0
4373,2020-03-28,518,0
4374,2020-01-12,467,0
4375,2020-01-11,555,0
4376,2020-01-10,550,0
4377,2020-02-15,434,0
4378,2020-03-09,455,0
4379,2020-02-01,514,0
4380,2020-03-31,554,0
4381,2020-01-10,441,0
4382,2020-01-15,563,0
4383,2020-03-10,439,0
4384,2020-01-12,509,0
4385,2020-03-14,557,0
4386,2020-02-05,468,0
4387,2020-02-11,443,0
4388,2020-01-20,497,0
4389,2020-01-12,482,0
4390,2020-01-29,476,0
4391,2020-01-20,452,0
4392,2020-02-11,477,0
4393,2020-01-14,441,0
4394,2020-02-14,552,0
4395,2020-03-03,507,0
4396,2020-03-19,496,0
4397,2020-02-12,501,0
4398,2020-03-30,458,0
4399,2020-01-02,456,0
4400,2020-03-05,486,0
4401,2020-03-14,439,0
4402,2020-03-17,609,0
4403,2020-01-26,565,0
4404,2020-01-30,473,0
4405,2020-02-23,407,0
4406,2020-02-08,443,0
4407,2020-02-18,516,0
4408,2020-02-28,437,0
4409,2020-01-16,398,0
4410,2020-02-24,493,0
4411,2020-01-08,504,0
4412,2020-02-22,478,0
4413,2020-02-25,569,0
4414,2020-01-26,485,0
4415,2020-03-18,528,0
4416,2020-03-14,538,0
4417,2020-03-28,530,0
4418,2020-02-13,515,0
4419,2020-03-16,573,0
4420,2020-01-25,510,0
4421,2020-01-17,527,0
4422,2020-01-10,473,0
4423,2020-02-05,471,0
4424,2020-02-23,537,0
4425,2020-01-01,476,0
4426,2020-03-16,464,0
4427,2020-03-02,595,0
4428,2020-01-11,474,0
4429,2020-03-05,499,0
4430,2020-02-20,499,0
4431,2020-02-25,558,0
4432,2020-03-09,498,0
4433,2020-01-29,570,0
4434,2020-02-04,451,0
4435,2020-02-04,527,0
4436,2020-03-02,454,0
4437,2020-02-03,536,0
4438,2020-01-02,536,0
4439,2020-01-25,465,0
4440,2020-03-20,503,0
4441,2020-02-10,444,0
4442,2020-02-17,474,0
4443,2020-02-03,566,0
4444,2020-03-23,538,0
4445,2020-03-06,460,0
4446,2020-02-08,507,0
4447,2020-01-02,519,0
4448,2020-02-18,609,0
4449,2020-03-17,463,0
4450,2020-02-22,477,0
4451,2020-03-01,510,0
4452,2020-02-16,514,0
4453,2020-02-03,543,0
4454,2020-02-19,440,0
4455,2020-02-01,463,0
4456,2020-02-07,520,0
4457,2020-01-04,460,0
4458,2020-01-28,461,0
4459,2020-01-16,530,0
4460,2020-03-11,491,0
4461,2020-03-15,463,0
4462,2020-01-27,490,0
4463,2020-03-06,521,0
4464,2020-01-06,476,0
4465,2020-02-03,532,0
4466,2020-03-28,572,0
4467,2020-01-20,507,0
4468,2020-02-27,552,0
4469,2020-02-09,513,0
4470,2020-02-11,499,0
4471,2020-03-24,436,0
4472,2020-03-10,481,0
4473,2020-02-27,513,0
4474,2020-03-19,532,0
4475,2020-03-02,431,0
4476,2020-03-28,581,0
4477,2020-01-25,489,0
4478,2020-01-27,436,0
4479,2020-02-17,523,0
4480,2020-01-04,514,0
4481,2020-03-03,460,0
4482,2020-02-22,521,0
4483,2020-02-07,519,0
4484,2020-03-14,441,0
4485,2020-01-28,458,0
4486,2020-01-20,578,0
4487,2020-01-10,532,0
4488,2020-01-29,463,0
4489,2020-02-03,395,0
4490,2020-02-08,508,0
4491,2020-01-03,481,0
4492,2020-03-08,502,0
4493,2020-02-18,504,0
4494,2020-02-24,429,0
4495,2020-01-07,497,0
4496,2020-01-02,450,0
4497,2020-03-21,533,0
4498,2020-03-24,502,0
4499,2020-02-24,494,0
4500,2020-02-23,468,0
4501,2020-03-16,564,0
4502,2020-03-29,544,0
4503,2020-02-23,515,0
4504,2020-03-23,519,0
4505,2020-01-28,473,0
4506,2020-02-08,405,0
4507,2020-03-12,516,0
4508,2020-02-27,513,0
4509,2020-01-29,488,0
4510,2020-02-25,466,0
4511,2020-03-20,459,0
4512,2020-03-20,470,0
4513,2020-01-21,511,0
4514,2020-03-18,524,0
4515,2020-03-17,385,0
4516,2020-02-12,526,0
4517,2020-03-15,451,0
4518,2020-01-25,435,0
4519,2020-01-19,414,0
4520,2020-02-28,435,0
4521,2020-02-15,604,0
4522,2020-01-21,550,0
4523,2020-03-19,508,0
4524,2020-01-08,550,0
4525,2020-01-29,580,0
4526,2020-03-24,424,0
4527,2020-02-14,505,0
4528,2020-02-20,491,0
4529,2020-02-01,458,0
4530,2020-02-11,455,0
4531,2020-01-11,442,0
4532,2020-02-05,511,0
4533,2020-03-20,398,0
4534,2020-01-26,509,0
4535,2020-03-04,515,0
4536,2020-02-27,454,0
4537,2020-01-30,524,0
4538,2020-01-20,427,0
4539,2020-01-15,519,0
4540,2020-02-19,566,0
4541,2020-01-01,526,0
4542,2020-01-09,490,0
4543,2020-03-15,458,0
4544,2020-01-09,488,0
4545,2020-03-25,441,0
4546,2020-01-20,550,0
4547,2020-03-03,464,0
4548,2020-02-15,448,0
4549,2020-03-02,499,0
4550,2020-03-15,476,0
4551,2020-01-18,461,0
4552,2020-01-07,483,0
4553,2020-01-17,444,0
4554,2020-02-23,484,0
4555,2020-03-18,526,0
4556,2020-02-02,476,0
4557,2020-02-24,454,0
4558,2020-03-15,466,0
4559,2020-01-23,557,0
4560,2020-02-27,537,0
4561,2020-03-08,453,0
4562,2020-03-24,509,0
4563,2020-02-08,447,0
4564,2020-02-20,561,0
4565,2020-01-20,533,0
4566,2020-01-09,544,0
4567,2020-03-25,548,0
4568,2020-03-06,465,0
4569,2020-02-21,445,0
4570,2020-02-01,528,0
4571,2020-01-05,472,0
4572,2020-01-14,495,0
4573,2020-02-09,523,0
4574,2020-01-12,453,0
4575,2020-01-28,509,0
4576,2020-02-28,520,0
4577,2020-01-21,511,0
4578,2020-03-04,527,0
4579,2020-01-02,514,0
4580,2020-02-10,497,0
4581,2020-02-16,534,0
4582,2020-01-26,447,0
4583,2020-02-10,514,0
4584,2020-02-02,532,0
4585,2020-01-18,464,0
4586,2020-02-09,549,0
4587,2020-03-08,531,0
4588,2020-01-05,549,0
4589,2020-02-21,466,0
4590,2020-02-04,523,0
4591,2020-03-14,555,0
4592,2020-03-01,537,0
4593,2020-03-04,524,0
4594,2020-02-26,466,0
4595,2020-02-07,542,0
4596,2020-03-02,515,0
4597,2020-03-03,488,0
4598,2020-02-05,487,0
4599,2020-03-19,499,0
4600,2020-01-21,535,0
4601,2020-01-07,421,0
4602,2020-01-14,467,0
4603,2020-01-22,519,0
4604,2020-03-31,546,0
4605,2020-01-06,478,0
4606,2020-02-12,450,0
4607,2020-02-22,552,0
4608,2020-01-23,548,0
4609,2020-01-18,465,0
4610,2020-02-29,464,0
4611,2020-02-02,547,0
4612,2020-03-16,465,0
4613,2020-01-19,465,0
4614,2020-03-24,524,0
4615,2020-03-14,465,0
4616,2020-03-20,389,0
4617,2020-03-01,483,0
4618,2020-01-26,449,0
4619,2020-02-23,437,0
4620,2020-02-06,464,0
4621,2020-01-20,474,0
4622,2020-02-12,550,0
4623,2020-02-13,490,0
4624,2020-02-03,467,0
4625,2020-03-05,508,0
4626,2020-02-05,580,0
4627,2020-01-20,472,0
4628,2020-02-27,520,0
4629,2020-02-16,467,0
4630,2020-01-11,531,0
4631,2020-01-04,483,0
4632,2020-01-21,491,0
4633,2020-01-14,404,0
4634,2020-03-12,532,0
4635,2020-01-30,431,0
4636,2020-02-07,521,0
4637,2020-03-18,498,0
4638,2020-02-19,526,0
4639,2020-03-21,561,0
4640,2020-02-16,474,0
4641,2020-03-05,498,0
4642,2020-02-26,446,0
4643,2020-02-05,440,0
4644,2020-03-29,488,0
4645,2020-01-06,487,0
4646,2020-02-05,514,0
4647,2020-01-29,464,0
4648,2020-01-10,437,0
4649,2020-01-28,533,0
4650,2020-02-03,472,0
4651,2020-02-02,511,0
4652,2020-01-04,442,0
4653,2020-03-16,501,0
4654,2020-02-02,462,0
4655,2020-01-01,488,0
4656,2020-02-01,518,0
4657,2020-02-23,509,0
4658,2020-03-09,503,0
4659,2020-03-23,493,0
4660,2020-01-10,531,0
4661,2020-02-17,544,0
4662,2020-03-07,430,0
4663,2020-01-13,451,0
4664,2020-01-20,497,0
4665,2020-03-13,481,0
4666,2020-03-08,553,0
4667,2020-01-27,468,0
4668,2020-03-02,513,0
4669,2020-01-21,425,0
4670,2020-01-31,541,0
4671,2020-01-06,480,0
4672,2020-01-05,467,0
4673,2020-03-01,496,0
4674,2020-03-03,481,0
4675,2020-03-21,574,0
4676,2020-02-07,474,0
4677,2020-01-27,528,0
4678,2020-02-26,520,0
4679,2020-01-07,472,0
4680,2020-01-10,460,0
4681,2020-03-05,419,0
4682,2020-02-14,478,0
4683,2020-03-08,475,0
4684,2020-01-25,503,0
4685,2020-02-01,584,0
4686,2020-01-20,450,0
4687,2020-03-21,469,0
4688,2020-01-31,556,0
4689,2020-03-26,526,0
4690,2020-01-04,482,0
4691,2020-02-15,448,0
4692,2020-02-04,464,0
4693,2020-02-05,455,0
4694,2020-02-10,478,0
4695,2020-01-27,530,0
4696,2020-01-14,450,0
4697,2020-03-19,460,0
4698,2020-01-31,491,0
4699,2020-01-16,535,0
4700,2020-01-14,526,0
4701,2020-02-16,465,0
4702,2020-03-24,542,0
4703,2020-02-16,524,0
4704,2020-01-12,481,0
4705,2020-03-13,496,0
4706,2020-02-18,501,0
4707,2020-02-19,429,0
4708,2020-03-04,493,0
4709,2020-03-16,496,0
4710,2020-02-18,442,0
4711,2020-03-01,563,0
4712,2020-03-09,464,0
4713,2020-03-22,532,0
4714,2020-02-22,482,0
4715,2020-03-11,517,0
4716,2020-03-21,559,0
4717,2020-02-02,480,0
4718,2020-01-27,485,0
4719,2020-02-17,529,0
4720,2020-01-27,516,0
4721,2020-01-15,438,0
4722,2020-01-26,536,0
4723,2020-01-23,534,0
4724,2020-03-16,451,0
4725,2020-02-21,470,0
4726,2020-02-07,565,0
4727,2020-02-01,475,0
4728,2020-03-02,484,0
4729,2020-03-03,544,0
4730,2020-01-26,495,0
4731,2020-01-08,483,0
4732,2020-03-15,495,0
4733,2020-03-03,481,0
4734,2020-03-31,418,0
4735,2020-03-13,409,0
4736,2020-01-06,529,0
4737,2020-02-02,548,0
4738,2020-03-06,528,0
4739,2020-03-14,560,0
4740,2020-03-08,588,0
4741,2020-02-22,530,0
4742,2020-02-10,500,0
4743,2020-01-01,461,0
4744,2020-02-26,511,0
4745,2020-03-19,542,0
4746,2020-03-04,480,0
4747,2020-01-19,463,0
4748,2020-02-21,464,0
4749,2020-02-07,588,0
4750,2020-02-01,403,0
4751,2020-02-04,540,0
4752,2020-02-08,429,0
4753,2020-01-13,498,0
4754,2020-03-01,449,0
4755,2020-03-20,435,0
4756,2020-02-23,527,0
4757,2020-02-17,457,0
4758,2020-01-25,471,0
4759,2020-03-07,424,0
4760,2020-02-14,486,0
4761,2020-02-16,488,0
4762,2020-03-03,469,0
4763,2020-02-29,492,0
4764,2020-01-17,500,0
4765,2020-02-28,527,0
4766,2020-03-13,459,0
4767,2020-03-24,531,0
4768,2020-01-11,487,0
4769,2020-03-19,478,0
4770,2020-02-09,536,0
4771,2020-02-24,484,0
4772,2020-03-21,490,0
4773,2020-01-26,454,0
4774,2020-03-04,461,0
4775,2020-02-04,479,0
4776,2020-02-03,512,0
4777,2020-03-09,517,0
4778,2020-02-08,463,0
4779,2020-02-22,403,0
4780,2020-01-18,473,0
4781,2020-03-20,474,0
4782,2020-03-25,518,0
4783,2020-02-26,540,0
4784,2020-02-24,556,0
4785,2020-02-09,607,0
4786,2020-02-08,500,0
4787,2020-03-21,462,0
4788,2020-02-05,557,0
4789,2020-01-23,507,0
4790,2020-02-19,553,0
4791,2020-02-29,425,0
4792,2020-03-15,552,0
4793,2020-03-12,493,0
4794,2020-01-25,483,0
4795,2020-03-01,445,0
4796,2020-01-01,502,0
4797,2020-02-19,452,0
4798,2020-02-14,559,0
4799,2020-01-28,515,0
4800,2020-01-02,524,0
4801,2020-01-19,546,0
4802,2020-02-01,581,0
4803,2020-02-03,528,0
4804,2020-02-16,455,0
4805,2020-03-01,442,0
4806,2020-02-13,513,0
4807,2020-02-05,487,0
4808,2020-03-23,423,0
4809,2020-03-24,477,0
4810,2020-02-06,534,0
4811,2020-01-15,489,0
4812,2020-03-08,580,0
4813,2020-02-02,501,0
4814,2020-01-28,457,0
4815,2020-03-09,489,0
4816,2020-02-07,551,0
4817,2020-01-01,604,0
4818,2020-02-13,510,0
4819,2020-02-21,435,0
4820,2020-01-16,501,0
4821,2020-02-04,534,0
4822,2020-03-20,493,0
4823,2020-02-13,474,0
4824,2020-01-14,451,0
4825,2020-01-06,495,0
4826,2020-02-09,582,0
4827,2020-03-31,509,0
4828,2020-01-04,526,0
4829,2020-02-12,444,0
4830,2020-02-05,443,0
4831,2020-03-18,505,0
4832,2020-03-11,525,0
4833,2020-02-01,433,0
4834,2020-03-11,443,0
4835,2020-01-29,443,0
4836,2020-01-27,477,0
4837,2020-02-17,498,0
4838,2020-01-09,468,0
4839,2020-03-27,528,0
4840,2020-01-28,522,0
4841,2020-03-01,461,0
4842,2020-01-14,454,0
4843,2020-02-23,522,0
4844,2020-03-18,435,0
4845,2020-01-03,569,0
4846,2020-01-22,495,0
4847,2020-02-25,488,0
4848,2020-01-18,518,0
4849,2020-01-05,603,0
4850,2020-03-17,512,0
4851,2020-01-31,518,0
4852,2020-01-10,532,0
4853,2020-03-30,519,0
4854,2020-01-14,453,0
4855,2020-02-08,482,0
4856,2020-03-08,495,0
4857,2020-02-01,470,0
4858,2020-03-31,479,0
4859,2020-03-31,528,0
4860,2020-02-24,536,0
4861,2020-03-28,527,0
4862,2020-03-26,484,0
4863,2020-01-25,491,0
4864,2020-01-14,506,0
4865,2020-03-30,512,0
4866,2020-01-13,516,0
4867,2020-02-09,470,0
4868,2020-02-23,538,0
4869,2020-01-29,426,0
4870,2020-02-08,506,0
4871,2020-03-19,504,0
4872,2020-03-01,461,0
4873,2020-03-13,463,0
4874,2020-03-11,539,0
4875,2020-01-23,481,0
4876,2020-03-25,464,0
4877,2020-03-18,594,0
4878,2020-01-31,570,0
4879,2020-02-26,584,0
4880,2020-02-02,483,0
4881,2020-03-03,487,0
4882,2020-01-18,540,0
4883,2020-02-27,447,0
4884,2020-03-07,420,0
4885,2020-02-11,579,0
4886,2020-02-14,458,0
4887,2020-01-19,462,0
4888,2020-02-27,529,0
4889,2020-02-04,536,0
4890,2020-03-31,506,0
4891,2020-01-29,411,0
4892,2020-03-10,496,0
4893,2020-03-01,571,0
4894,2020-03-30,455,0
4895,2020-01-05,447,0
4896,2020-03-05,439,0
4897,2020-03-30,472,0
4898,2020-02-08,566,0
4899,2020-02-29,449,0
4900,2020-01-12,478,0
4901,2020-01-28,475,0
4902,2020-02-15,452,0
4903,2020-02-14,514,0
4904,2020-02-01,395,0
4905,2020-02-23,472,0
4906,2020-03-22,426,0
4907,2020-02-20,465,0
4908,2020-03-06,435,0
4909,2020-03-08,540,0
4910,2020-02-11,476,0
4911,2020-03-17,432,0
4912,2020-02-06,552,0
4913,2020-02-23,473,0
4914,2020-02-18,477,0
4915,2020-02-17,563,0
4916,2020-03-11,556,0
4917,2020-01-26,582,0
4918,2020-03-02,534,0
4919,2020-02-12,498,0
4920,2020-03-12,505,0
4921,2020-01-09,514,0
4922,2020-02-08,474,0
4923,2020-03-01,489,0
4924,2020-01-05,505,0
4925,2020-02-15,555,0
4926,2020-02-12,507,0
4927,2020-01-20,452,0
4928,2020-03-22,513,0
4929,2020-02-19,500,0
4930,2020-03-10,436,0
4931,2020-02-19,548,0
4932,2020-01-08,621,0
4933,2020-03-07,459,0
4934,2020-02-12,545,0
4935,2020-01-14,535,0
4936,2020-01-15,557,0
4937,2020-02-11,478,0
4938,2020-02-05,445,0
4939,2020-02-22,463,0
4940,2020-03-31,549,0
4941,2020-02-13,531,0
4942,2020-01-14,468,0
4943,2020-02-08,533,0
4944,2020-03-12,544,0
4945,2020-02-06,467,0
4946,2020-01-24,550,0
4947,2020-01-13,509,0
4948,2020-01-01,534,0
4949,2020-03-15,535,0
4950,2020-01-30,467,0
4951,2020-03-09,538,0
4952,2020-03-25,460,0
4953,2020-03-21,478,0
4954,2020-01-18,512,0
4955,2020-02-20,400,0
4956,2020-03-13,498,0
4957,2020-02-19,508,0
4958,2020-03-24,512,0
4959,2020-03-10,562,0
4960,2020-03-18,514,0
4961,2020-03-08,538,0
4962,2020-01-22,460,0
4963,2020-01-04,511,0
4964,2020-02-05,568,0
4965,2020-01-17,519,0
4966,2020-02-23,491,0
4967,2020-01-01,511,0
4968,2020-02-14,486,0
4969,2020-02-29,466,0
4970,2020-03-12,506,0
4971,2020-03-22,514,0
4972,2020-01-19,502,0
4973,2020-02-06,513,0
4974,2020-02-18,481,0
4975,2020-01-01,471,0
4976,2020-03-28,377,0
4977,2020-02-23,543,0
4978,2020-02-07,510,0
4979,2020-01-25,488,0
4980,2020-03-14,527,0
4981,2020-03-14,447,0
4982,2020-03-01,501,0
4983,2020-01-07,515,0
4984,2020-03-22,520,0
4985,2020-02-19,472,0
4986,2020-02-03,553,0
4987,2020-02-02,471,0
4988,2020-01-29,485,0
4989,2020-03-23,535,0
4990,2020-03-31,525,0
4991,2020-02-24,514,0
4992,2020-03-14,518,0
4993,2020-03-08,551,0
4994,2020-03-30,521,0
4995,2020-01-12,388,0
4996,2020-02-23,577,0
4997,2020-03-01,530,0
4998,2020-03-27,588,0
4999,2020-03-20,495,0
5000,2020-02-15,442,0
5001,2020-02-06,581,0
5002,2020-02-09,572,0
5003,2020-01-22,443,0
5004,2020-03-14,428,0
5005,2020-03-04,514,0
5006,2020-01-20,495,0
5007,2020-03-06,514,0
5008,2020-03-27,497,0
5009,2020-01-17,484,0
5010,2020-02-06,449,0
5011,2020-03-23,459,0
5012,2020-03-14,428,0
5013,2020-02-14,486,0
5014,2020-01-01,563,0
5015,2020-01-04,479,0
5016,2020-03-04,468,0
5017,2020-03-29,519,0
5018,2020-01-20,505,0
5019,2020-03-19,551,0
5020,2020-02-17,495,0
5021,2020-02-18,515,0
5022,2020-01-07,432,0
5023,2020-02-25,526,0
5024,2020-03-20,488,0
5025,2020-03-19,478,0
5026,2020-01-02,577,0
5027,2020-01-31,455,0
5028,2020-03-23,496,0
5029,2020-01-22,553,0
5030,2020-01-01,497,0
5031,2020-03-13,459,0
5032,2020-03-16,464,0
5033,2020-03-17,455,0
5034,2020-01-20,448,0
5035,2020-01-22,588,0
5036,2020-01-03,506,0
5037,2020-03-17,521,0
5038,2020-03-06,459,0
5039,2020-01-29,593,0
5040,2020-03-27,544,0
5041,2020-01-23,525,0
5042,2020-03-23,409,0
5043,2020-01-31,526,0
5044,2020-02-18,530,0
5045,2020-01-16,421,0
5046,2020-03-11,497,0
5047,2020-03-24,424,0
5048,2020-03-15,573,0
5049,2020-03-26,478,0
5050,2020-03-05,484,0
5051,2020-01-28,530,0
5052,2020-03-22,390,0
5053,2020-01-27,568,0
5054,2020-02-10,545,0
5055,2020-02-28,433,0
5056,2020-03-20,425,0
5057,2020-02-11,459,0
5058,2020-01-01,539,0
5059,2020-02-08,509,0
5060,2020-02-18,465,0
5061,2020-03-07,484,0
5062,2020-02-14,452,0
5063,2020-01-22,432,0
5064,2020-03-16,452,0
5065,2020-01-26,522,0
5066,2020-02-20,549,0
5067,2020-02-10,447,0
5068,2020-02-18,498,0
5069,2020-02-28,514,0
5070,2020-03-28,484,0
5071,2020-03-14,451,0
5072,2020-01-19,463,0
5073,2020-03-31,554,0
5074,2020-01-07,547,0
5075,2020-03-09,414,0
5076,2020-02-04,569,0
5077,2020-02-19,476,0
5078,2020-01-08,464,0
5079,2020-02-11,454,0
5080,2020-03-14,454,0
5081,2020-02-26,406,0
5082,2020-03-05,458,0
5083,2020-02-19,513,0
5084,2020-02-21,546,0
5085,2020-01-17,410,0
5086,2020-03-27,612,0
5087,2020-03-14,493,0
5088,2020-01-30,589,0
5089,2020-02-16,472,0
5090,2020-03-08,527,0
5091,2020-02-07,467,0
5092,2020-01-24,452,0
5093,2020-02-23,476,0
5094,2020-03-28,514,0
5095,2020-01-17,577,0
5096,2020-03-31,495,0
5097,2020-02-08,493,0
5098,2020-03-29,540,0
5099,2020-02-28,486,0
5100,2020-03-21,546,0
5101,2020-02-27,555,0
5102,2020-03-13,477,0
5103,2020-01-03,559,0
5104,2020-01-23,502,0
5105,2020-03-04,489,0
5106,2020-02-10,431,0
5107,2020-01-20,471,0
5108,2020-03-03,483,0
5109,2020-02-19,435,0
5110,2020-01-19,507,0
5111,2020-03-12,521,0
5112,2020-01-02,562,0
5113,2020-01-15,461,0
5114,2020-03-11,523,0
5115,2020-01-10,542,0
5116,2020-03-06,502,0
5117,2020-02-05,536,0
5118,2020-02-27,479,0
5119,2020-02-02,487,0
5120,2020-01-26,508,0
5121,2020-01-02,507,0
5122,2020-02-09,509,0
5123,2020-01-17,477,0
5124,2020-02-26,563,0
5125,2020-01-14,480,0
5126,2020-03-11,453,0
5127,2020-02-26,527,0
5128,2020-03-10,442,0
5129,2020-02-13,404,0
5130,2020-03-31,530,0
5131,2020-03-06,506,0
5132,2020-02-28,480,0
5133,2020-01-11,519,0
5134,2020-01-26,471,0
5135,2020-03-17,479,0
5136,2020-02-28,602,0
5137,2020-02-05,531,0
5138,2020-01-27,565,0
5139,2020-02-21,554,0
5140,2020-01-03,538,0
5141,2020-02-07,476,0
5142,2020-01-15,566,0
5143,2020-03-30,539,0
5144,2020-03-11,506,0
5145,2020-02-12,516,0
5146,2020-03-07,376,0
5147,2020-03-31,548,0
5148,2020-03-06,523,0
5149,2020-01-13,414,0
5150,2020-03-17,520,0
5151,2020-01-12,498,0
5152,2020-03-31,523,0
5153,2020-03-14,520,0
5154,2020-01-13,537,0
5155,2020-02-09,559,0
5156,2020-02-15,534,0
5157,2020-02-07,442,0
5158,2020-01-31,447,0
5159,2020-01-23,485,0
5160,2020-01-27,462,0
5161,2020-01-15,519,0
5162,2020-01-24,494,0
5163,2020-03-07,597,0
5164,2020-02-07,505,0
5165,2020-02-16,479,0
5166,2020-01-17,517,0
5167,2020-03-26,472,0
5168,2020-01-02,445,0
5169,2020-02-23,488,0
5170,2020-03-31,488,0
5171,2020-02-22,516,0
5172,2020-02-16,542,0
5173,2020-03-25,445,0
5174,2020-03-10,479,0
5175,2020-02-15,499,0
5176,2020-01-27,424,0
5177,2020-01-27,473,0
5178,2020-03-12,561,0
5179,2020-03-29,514,0
5180,2020-01-28,463,0
5181,2020-03-28,425,0
5182,2020-03-26,427,0
5183,2020-03-22,469,0
5184,2020-02-17,551,0
5185,2020-01-31,489,0
5186,2020-03-13,458,0
5187,2020-02-07,514,0
5188,2020-03-08,511,0
5189,2020-03-08,543,0
5190,2020-03-29,512,0
5191,2020-01-03,509,0
5192,2020-02-12,540,0
5193,2020-01-16,419,0
5194,2020-01-19,579,0
5195,2020-03-25,457,0
5196,2020-03-21,486,0
5197,2020-02-13,411,0
5198,2020-02-24,561,0
5199,2020-01-26,476,0
5200,2020-01-02,523,0
5201,2020-01-23,471,0
5202,2020-01-26,513,0
5203,2020-01-01,486,0
5204,2020-03-27,490,0
5205,2020-02-06,451,0
5206,2020-01-29,508,0
5207,2020-03-06,374,0
5208,2020-03-13,515,0
5209,2020-02-21,530,0
5210,2020-01-27,525,0
5211,2020-03-26,596,0
5212,2020-02-20,498,0
5213,2020-03-24,557,0
5214,2020-02-05,544,0
5215,2020-03-09,480,0
5216,2020-02-06,419,0
5217,2020-03-20,389,0
5218,2020-03-09,525,0
5219,2020-01-19,474,0
5220,2020-02-07,516,0
5221,2020-02-25,530,0
5222,2020-02-07,493,0
5223,2020-01-08,523,0
5224,2020-01-26,439,0
5225,2020-01-03,432,0
5226,2020-03-26,510,0
5227,2020-03-04,478,0
5228,2020-01-06,522,0
5229,2020-01-31,530,0
5230,2020-03-17,539,0
5231,2020-03-11,516,0
5232,2020-03-05,515,0
5233,2020-01-01,496,0
5234,2020-02-17,500,0
5235,2020-01-23,372,0
5236,2020-01-30,501,0
5237,2020-02-28,505,0
5238,2020-02-03,449,0
5239,2020-02-10,385,0
5240,2020-01-03,565,0
5241,2020-02-13,480,0
5242,2020-03-20,549,0
5243,2020-02-26,524,0
5244,2020-02-23,520,0
5245,2020-02-17,510,0
5246,2020-03-07,515,0
5247,2020-01-07,485,0
5248,2020-02-23,540,0
5249,2020-01-10,457,0
5250,2020-02-02,475,0
5251,2020-03-29,471,0
5252,2020-01-19,457,0
5253,2020-01-13,543,0
5254,2020-02-01,511,0
5255,2020-02-13,513,0
5256,2020-02-27,531,0
5257,2020-03-05,520,0
5258,2020-03-17,536,0
5259,2020-01-02,543,0
5260,2020-03-02,468,0
5261,2020-02-24,567,0
5262,2020-03-19,473,0
5263,2020-02-16,490,0
5264,2020-01-17,567,0
5265,2020-02-04,522,0
5266,2020-03-20,503,0
5267,2020-03-19,560,0
5268,2020-03-05,583,0
5269,2020-01-02,515,0
5270,2020-01-03,490,0
5271,2020-03-06,506,0
5272,2020-03-17,451,0
5273,2020-02-08,480,0
5274,2020-03-08,479,0
5275,2020-02-25,548,0
5276,2020-02-06,506,0
5277,2020-03-01,470,0
5278,2020-03-02,494,0
5279,2020-02-28,583,0
5280,2020-03-25,527,0
5281,2020-02-17,490,0
5282,2020-03-21,534,0
5283,2020-01-19,480,0
5284,2020-02-19,540,0
5285,2020-03-12,496,0
5286,2020-03-23,508,0
5287,2020-02-15,537,0
5288,2020-01-12,467,0
5289,2020-02-20,464,0
5290,2020-02-23,458,0
5291,2020-01-20,516,0
5292,2020-02-25,485,0
5293,2020-03-17,515,0
5294,2020-01-14,507,0
5295,2020-02-02,503,0
5296,2020-01-23,524,0
5297,2020-01-23,471,0
5298,2020-02-04,581,0
5299,2020-03-13,458,0
5300,2020-02-06,368,0
5301,2020-02-15,481,0
5302,2020-01-29,507,0
5303,2020-02-17,519,0
5304,2020-03-14,505,0
5305,2020-01-06,537,0
5306,2020-02-28,410,0
5307,2020-01-20,559,0
5308,2020-01-29,445,0
5309,2020-01-24,473,0
5310,2020-02-03,476,0
5311,2020-01-23,525,0
5312,2020-02-26,518,0
5313,2020-03-05,542,0
5314,2020-03-19,390,0
5315,2020-02-26,566,0
5316,2020-03-20,496,0
5317,2020-01-15,503,0
5318,2020-01-25,512,0
5319,2020-01-01,466,0
5320,2020-02-17,522,0
5321,2020-02-09,517,0
5322,2020-01-21,431,0
